,sentiment,content
34592,happiness,@Corrina2008 your bitches miss you!!!!
20057,happiness,"Woop, have just bought the Elliot Minor album on itunes. Its finally working for me!!"
34865,happiness,@TDBeadles as to sleeping with whom ? You have your rocking sheets  I hope the smoothness is endulging can't wait for my blankets)
10367,happiness,@smfibus I have a feeling that we'll be able to get anything we want as long as it's &quot;green.&quot;
27371,happiness,@extremejohn @FLallday @hursty810 Caladesi was definitely a nice peaceful way to spend a Sunday! I got a lil tan!
33627,happiness,@mateoonline I'm sure u did!!! CAN'T w8 4 2morrows shw!!! Happy Mommys day 2 me!!!
21502,happiness,THE best job in the world &amp; yes its in Australia  http://tinyurl.com/clxl4l
30233,happiness,@LiveInLove10 YES!!! haahaaa.! break out the jellybeaniesss!
24582,happiness,"@macmuso thank you very much, I'm glad you like them!"
37623,happiness,F1 &amp; Star Trek...what a great Sunday
38537,happiness,finally made it to the QC...happy mother's day!  got my car!!
26433,happiness,@dannywood glad u could check in with us today. keep in touch.
20150,happiness,@DavidArchie I tweet sooo much about you. Gahd.  Hahaha!
1033,happiness,"To all my friends: Im deeply sorry i'm moving, i will miss u all so very very much!"
6528,happiness,finally got out of a 12 km traffic jam. we'll probably not be able to make it in time for a few laps tonight
29864,happiness,@harmonymatters Cool I'm glad.I will save some tea for you
36649,happiness,"Gooooooood morning, campers!  And happy Mother's Day!"
29886,happiness,@ItsNeet Teehee..I know it too!
21766,happiness,"@Jasonalbi Oh yea, my pain went down a little bit from laughing so hard which was good and nice for once."
35716,happiness,@bribee84 LOL too funny!!!  I love my Angels hehe
19883,happiness,@mileycyrus cool and aww
36696,happiness,@ankita_gaba evrytime i listen to the name of tat plce i am reminded of Mojojojo from dexter's lab
35250,happiness,Signing off for the night. Watching &quot;The Reader&quot; and I'm sure I'll snooze off at some point. Good night all
11160,happiness,"The trip to Stockholm got cancelled  To make it up I'm planning to do some shopping tomorrow, nothing makes a girl as happy like shopping"
7423,happiness,@skybluetom4 Ha Ha thanks Tom! I'm such a loser! Hopefully going on the 22nd June till 3rd July...what date u goin? u missing helen?  x
3368,happiness,AH! so nice to be back on bike commute although three days off and my (what google sez are called) my quadriceps literally screaming. gah
34706,happiness,"@hitechhall I love the site what a hoot, really enjoy the hair cuts in Thailand, always try to time ir just right, thanks for the tip"
20328,happiness,supernatural is back on tonight !!
32246,happiness,Just starting integrating Twitter with Forexforums.org ... looks like a great partnership!  I welcome all to our chat room tomorow all day
25730,happiness,I love those creditcard-sized memory sticks. And Microsoft keeps sending them to me
24157,happiness,got alot of runnin around to do today to get this job app completed so they can have it on file... so glad i got this job!!
25743,happiness,Happy Star Wars day everyone! and Enjoy the holiday (UK)
35935,happiness,Justin Timberlake and Leonard Nimoy? And a Dick in The Box sequel? priceless
29781,happiness,@mizzlianne that's so *sweet*..
31569,happiness,Archuleta &amp; Cook will arrive in 2 days!!
39998,happiness,@niariley WASSUP BEAUTIFUL!!! FOLLOW ME!!  PEEP OUT MY NEW HIT SINGLES WWW.MYSPACE.COM/IPSOHOT I DEF. WAT U IN THE VIDEO!!
20302,happiness,"I think more people would buy the Slap chop, if the commercial was like this: http://bit.ly/vQIUf"
34834,happiness,SNL hosted by Justin Timberlake startssssssssssss NOW!!  WOOHOO!!
18026,happiness,"Going home to enjoy what is left of the day - I can't believe how quickly this week flew by, no time for tweets"
22301,happiness,"@framianne and aww and HEEE. nicely done, your weekend guest! *approves a lot*"
23172,happiness,"@Wookiesgirl I was thinking, &quot;I never see her tweet.&quot; Well, duh - if I don't follow you, I can't! Now I can."
39773,happiness,@agoodstein @timknapton what good role models...  i like how yinz think!
22760,happiness,"TAKE THAT, TAKE THAT!!!! IN YOUR FACES!!!!!!!!!!!!  Robbie won!"
24205,happiness,Brilliant weekend.  BRILLIANT I SAY!    In work now and actually working .
37590,happiness,I love being in charge
30723,happiness,@plsdontgogurl That's the one. I wish I have a video compilation of @jordanknight's thrusting
32598,happiness,@freshalina @itsmeAmerie Hey everyone! I just mixed the first single....!  &quot;Why R U&quot; ...I'm sooo excited!
8223,happiness,@caltort i have tried the Teriyaki - no cookie tho!  we got (non winning) Pop-tarts with it.  All was great!
34044,happiness,"I just got a call from my chimp buddies, want to join the party. Loads to prepare now. Wow this is great. Cup of tea first i think. Erm"
21665,happiness,"YAHOO! volleyball, hiking, eating a fish eye, witnessing, sleeping on the beach, jumping rocks, &amp; hanging where Jurassic Park was filmed!"
26010,happiness,is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!
2474,happiness,This is one of my all-time favorite episodes/quotes from The OfficeUS only   )  http://bit.ly/ARMJ
27217,happiness,"@mandydean thanks, Mandy!  What a good sister you are. @krikkert That may be true, but unfortunately my road tires can't say the same."
20042,happiness,"NEW LOGO! for all the Web, Cheak it!...gAllethOo"
38421,happiness,@GoldenFish00 Thxx!! I was in the bathroom when you said it..
37394,happiness,@MichelleCorydon Thanks!
6281,happiness,@josemarques I don't feel like having to reboot  If only OSX supported Hibernate &amp; Reboot in Bootcamp... -.-
23030,happiness,"@DavidArchie Hey David, I'm wondering if you received a letter that has a song in it? From Malaysia? please reply  and have a nice day!"
30670,happiness,good morning everbody!
8067,happiness,@starangel82 @darkheath @140lover Everyone's going to think I'm a gold digger  Hahahaha
22024,happiness,@nienerenee hahaha niene ur soo smart.! lmao i think that is who its by..  good lookin.. whts up gurlie?? i come home this weekend.!
35017,happiness,@tarabellejeanne awhhh It was so nice to see you.
36493,happiness,@ArchNiaLeitl Hello my friend...you found me on GBW? How are you doing? Glad to see you twitter but I have to learn German
24272,happiness,whoa. that was some showering session
30519,happiness,"oo. and studied today outside after having a ben+jerry's.. wearing a sundress, hopefully didn't get an awkward tan line.. haha!"
30124,happiness,is off to Tagaytay with the family! Happy Mum's Day to all you hot momma's
37216,happiness,Alright... i need to get sleep so i can ACTUALLY be awake for my mothers' day! ;) Nighty Nightzzz Or good morning my twitter friends!!!
39985,happiness,@McMedia husband is golfing &amp; the Toddler and I shall frolic. Am I the consummate mama in that Im so happy with my day?
34728,happiness,watching miss cytheria
35964,happiness,@camilleprats aaaw... that's very sweet of him. my girl friends gots to drag them hubbies just so we can &quot;nite-out&quot;. unless my beer. LoL
23908,happiness,@urbalcloud hahaha! i have a secret door to the real batcave
18960,happiness,@Wonder33Woman Yes I did see Mitch Hedberg and the whole floss thing.  He's hilarious.  I &lt;3 him.  Poor guy
34050,happiness,@amygrant Chocolate with peanut butter. One of my favorite combonations
32247,happiness,Happy Mother's Day to all you moms out there
24918,happiness,its my birthday.....happy birthday to me!!!!
30105,happiness,@heidimontag my saturday was good  i cannot wait until this monday night
4296,happiness,"@flippy10 deh, i wish the deal was up when i bought my macbook in december  but.. at least i got 100 bucks off! :]"
39981,happiness,@maynaseric good luck with your auction
21479,happiness,@kiki_miacherry morning kik enjoy your breakfast
11030,happiness,So nice how Natalie taught Jameson &quot;why&quot;!!!
28083,happiness,@SedzOz no actually it gets rid of the bacteria and they thaw out nicely
30464,happiness,@starryeyedsoul Meeeee! It sounds delicious
24451,happiness,@ckjchambers I agree the G B Reef got my vote  #queensland
25141,happiness,I'm so pumped for the day!
28340,happiness,Waking up .....working....Happy as can be!  Its gonna be a great day today... I can see it..and im not sore from Running yesterday!!!
34260,happiness,hahaha yay emily i m cool  @emilystack
30925,happiness,"@tuffyr that is cute, a manly cute of course.  reminds me of a Scion"
23411,happiness,"Right I now need breakfast. Let's see if I can make it while Tweeting ;-) What am I thinking, I'm a bloke, multitasking is out lol"
35932,happiness,Had a great night! Tomorrow is mothers day
15749,happiness,Wow I really need to have fun tonight now
35653,happiness,Missing my mother... t-11 days! HAPPY MOTHER'S DAY!!
4301,happiness,Back home  Had a great time!
39424,happiness,Having a (Y) weekend with Karen. Off to Swansea today
30280,happiness,"listening to @hardqueen after last nights Up from the Underground screening, awesome job @latapia"
33312,happiness,@bsaeed it was nice to meet you tonight &amp; thanks!!
38876,happiness,Just got home from another amazing night
21312,happiness,@zef  the car illusin is Kool
28522,happiness,Haha how exciting  wat does it look like?!
40,happiness,mmm much better day... so far! it's still quite early. last day of #uds
38171,happiness,is in a good mood
33961,happiness,@nnayaj_11 thanks. enjoy the movie! i hope all is well with you te.
30970,happiness,"its a beautiful,albeit, windy at times, night in So No...."
36742,happiness,@LittlePinkStone I'm not either. We should have went out *snicker* Although I am enjoying listening to RR and my beer
28909,happiness,Playing pacman on itouch!  lol
12636,happiness,she made my sister cry too hahah. bless her.  i hope she can do it again.
38196,happiness,@bbrownnewcolleg congratulations!
30377,happiness,"Great motorcycle ride along Hood Canal and through Gig Harbor today. Not to warm, great sunshine, stunning day"
30673,happiness,you are so right! @Adrianmw1
35188,happiness,@JoelMadden great song even if i can't understand lol
36993,happiness,@light_bikes sounds good to me  hahaha
31881,happiness,Watching Ace of Cakes: LOST edition omfgggg
37600,happiness,"@punnie I don't use it, but I heard that PowerShell is nice"
20741,happiness,Getting the FAB portraits ready to upload today
23300,happiness,On my way home. I think i am over him
21549,happiness,"Didn't get bitten by a rabies infested person last night  yay for me! Gonna scare Rachel with Quarantine tonight, this shall be fun"
37478,happiness,@PeteMoring Well it's nice to 'see' you. Have a great day and tweet again soon
36419,happiness,"You know you're up too late when the TCU nightly scan starts! Oh well, I graduated today"
19153,happiness,Friday!!!!!!!!!! Wooo and nothing to do.  Nuggets better pull it off tonight.
38852,happiness,Hello everyone im just sitting here rocking out to 9412 sam on the air The best classic rock station on twitter here
22091,happiness,@HulantheHoly morning
27162,happiness,It's soupy-soup time. Today: Heinz Cream of Chicken and Mushroom - yum! bbl
32033,happiness,@QUEENCHINAB He seemed all happy about it
31970,happiness,@tiny1877 Oh no! I guess I'm officially a big nerd now. I heard the movie is great even if you don't like Trek... and I do
22297,happiness,Sitting outside with my laptop  Its kinda nice
39760,happiness,And I am off to my sister's to partyyyy!
30621,happiness,@heffabella i dont know u but heeeeeeey  my name is shannn *extends hand* put er there. where u from?
26145,happiness,I like taking my dogs with me in the car when I run errands. They are always excited to go anywhere. like this morning to Krogers.
29136,happiness,@LifeByChocolate alredy had my chocolate  it is impossible to resist ;)
26285,happiness,@ToffeeTFB It *was* a great day.
37498,happiness,@sarahnd for nearly a month!!  So exciting
31584,happiness,@Metqueen sounds awesome..
35204,happiness,@solangeknowles HAPPY MOTHERS DAY  I hope you'll have a great day today
25433,happiness,",.. oh the Mint Lounge ...AWESOME night"
28294,happiness,I am so happy. Keve is here for early Mother's day. Let's be quiet. He drove all night and is sleeping.
33549,happiness,Just had an amazinq qirls-niqht-out. I quess its always qreat to have an excuse to wear tiny dresses &amp; heels
23144,happiness,@BeMeaningful thanks for FF wink
37753,happiness,Proud 2 B a trekkie . The new Star Trek movie RUUULLZZZ
20971,happiness,If anyone know anyone that made aliyah with the help of Nefesh BNefesh please contact me. I would love to talk with them.
25240,happiness,@Lathams they do indeed  glad to hear everything is good with you. I'm great  life is good
28542,happiness,it's after 3 AM.!!  I think it's time to bed.!!  have a good night twitts.! ;))
7940,happiness,"Planning to install Windows 7 tomorrow, so probably no new posts for another few days at least"
25955,happiness,@UncleRUSH Good morning to you. Hope you have a nice productive day
37405,happiness,"@Tiaantjee BTW: Does it offend you, yeah? - We are rockstars. Pretty ok."
24499,happiness,@annahasphyxiate re sore back and legs: well at least you had a good time. epson salt works good usually.  DM me if need more help
29109,happiness,"@xodedexo18 OMG, I get the $50 coupon from them all the time, do you?? I'm obsessed with their catalog when it comes in the mail"
26061,happiness,Yes!! i has 100 minutes of Sims 2 plus Seasons  ) fun fun expansions
34591,happiness,Officially Mother Day here HAPPY Mother Day to all the MOMS
37238,happiness,"Photo: thelovelybones: I SPY JONAS BROTHERS AND DEMI LOVATO OMG D: Ahhh yea, 3d movie premire  http://tumblr.com/xbb1qyx0e"
21358,happiness,Back in the office for a hectic week - but the weekend was awesome
23081,happiness,@PembsDave Hope you're having a relaxing day. I feel so laid back I can't stand up
20171,happiness,"@DavidArchie OK David, talk later  Have a great dayyyy ay ay ay ay"
26712,happiness,is at school. its her last day. of high school. ever. ever. ever.
21740,happiness,Packing gym bag. Off to the gym in a bit. Squee! I'm my happiest whem I'm on the go.
14915,happiness,Maaaan... it is way too nice outside to be in here working.
38164,happiness,"@Misstaken77 did you go out last night???? My Girls' Night In was fab, everyone made an effort dressing up"
31848,happiness,"Aight, pau au'au... Heading to the Blaisdell Arena for the Ladies of the 80's concert!!! CheeHee... Awwrrite!!!"
31085,happiness,Parrrtty!..Playing twister and getting tipsy!...well everyone else is lol
15889,happiness,@Pettles i know!! i can't believe it  it says on their bleedin song- donnie raps it!! tut
